"","surveyID","P_type","verif_ans","P_sentence","clear_responses","ispo","resp_iscorrect","ispo.nocheck","old"
"67","2g561hrg20200114","DOI","n","The secretary handed the manager they invoice.","She handed him a book.",0,TRUE,0,TRUE
"68","2g561hrg20200114","POI","n","The millionaire gave the valuable painting to they struggling artist.","She gave her flowers.",0,TRUE,0,TRUE
"69","2g561hrg20200114","DOC","y","The woman gave the new neighbor the rusty bike.","He gave her a gift.",0,TRUE,0,TRUE
"70","2g561hrg20200114","POI","n","The builder showed the blueprints to they new client.","They showed her a picture.",0,TRUE,0,TRUE
"71","2g561hrg20200114","DOI","n","The photographer showed the editor them finished proofs.","He showed them the car.",0,TRUE,0,TRUE
"72","2g561hrg20200114","POC","y","The good looking bartender handed free drinks to the girls at the bar.","She handed it to him.",1,TRUE,0,TRUE
"73","2g561hrg20200114","DOC","y","The bartender handed the customer the cocktail.","He handed to hat to the clown.",1,TRUE,0,TRUE
"74","2g561hrg20200114","POC","y","The architect showed the model of the building to the architect.","She showed him the dress.",0,TRUE,0,TRUE
"75","2g561hrg20200114","DOC","y","The happy child showed her father the coloring book.","He showed her the gun.",0,TRUE,0,TRUE
"76","2g561hrg20200114","POI","n","The eager boyfriend handed the box of flowers to them girlfriend.","She handed it to him.",1,TRUE,0,TRUE
"77","2g561hrg20200114","DOI","n","The spy handed the double agent them submarine blueprints.","She handed him the stethoscope.",0,TRUE,0,TRUE
"78","2g561hrg20200114","POI","n","The swimmer handed the towel to they driver.","She handed him the brush.",0,TRUE,0,TRUE
"79","2g561hrg20200114","DOI","n","The captain gave the old sailor they spare life jacket.","They gave her a cake.",0,TRUE,0,TRUE
"80","2g561hrg20200114","POC","y","The mean neighbor handed a nasty note to the woman next door.","She handed him a menu.",0,TRUE,0,TRUE
"81","2tobc1y520200127","DOI","n","The disgruntled employee gave the manager them long letter.","The officer is giving a ticket.",1,TRUE,0,TRUE
"82","2tobc1y520200127","POC","y","The architect showed the model of the building to the architect.","One person shows a dress to another person.",1,FALSE,1,TRUE
"83","2tobc1y520200127","DOC","y","The bartender handed the customer the cocktail.","The man hands a hat to the clown.",1,TRUE,1,TRUE
"84","2tobc1y520200127","POC","y","The good looking bartender handed free drinks to the girls at the bar.","She handed him the next letter.",0,TRUE,0,TRUE
"85","2tobc1y520200127","DOI","n","The captain gave the old sailor they spare life jacket.","They're giving him a cake.",0,TRUE,0,TRUE
"86","2tobc1y520200127","POI","n","The millionaire gave the valuable painting to they struggling artist.","She gave her teacher flowers.",0,TRUE,0,TRUE
"87","2tobc1y520200127","DOI","n","The spy handed the double agent them submarine blueprints.","The nurse handed the doctor his stethoscope.",0,TRUE,0,TRUE
"88","2tobc1y520200127","POI","n","The builder showed the blueprints to they new client.","They're showing their teacher a picture.",0,TRUE,0,TRUE
"89","2tobc1y520200127","DOI","n","The secretary handed the manager they invoice.","She hands the boy a book.",0,TRUE,0,TRUE
"90","2tobc1y520200127","POC","y","The travel agent gave the last ticket to the young fan.","She was given a heart.",NA,TRUE,0,TRUE
"91","2tobc1y520200127","DOC","y","The woman gave the new neighbor the rusty bike.","The kid was given a gift.",NA,FALSE,0,TRUE
"92","2tobc1y520200127","POI","n","The eager boyfriend handed the box of flowers to them girlfriend.","She handed him a plate.",0,TRUE,0,TRUE
"93","2tobc1y520200127","DOC","y","The teacher handed the student the certificate.","The musician was handed a guitar.",NA,TRUE,0,TRUE
"94","2tobc1y520200127","POC","y","The mean neighbor handed a nasty note to the woman next door.","The waitress handed the menu to the customer.",1,TRUE,1,TRUE
"95","2tobc1y520200127","DOI","n","The photographer showed the editor them finished proofs.","The salesman showed them a car.",0,TRUE,0,TRUE
"96","2tobc1y520200127","POC","y","The mother gave the expensive toy to the hungry toddler.","The waitress gave the cook a cane.",0,TRUE,0,TRUE
"97","2tobc1y520200127","DOC","y","The fashion designer gave the famous journalist the pink jacket.","The nurse gave him some medicine.",0,TRUE,0,TRUE
"98","2tobc1y520200127","POI","n","The researcher gave the detailed results to them experienced surgeon.","The sailor gave the soldier tea.",0,TRUE,0,TRUE
"99","2tobc1y520200127","DOC","y","The happy child showed her father the coloring book.","The lawyer showed the gun to the judge.",1,TRUE,1,TRUE
"100","2tobc1y520200127","POI","n","The swimmer handed the towel to they driver.","The kid handed a paintbrush to the painter.",1,TRUE,1,TRUE
"101","3eawrh7a20200127","DOI","n","The photographer showed the editor them finished proofs.","The man shows the couple a car.",0,TRUE,0,TRUE
"102","3eawrh7a20200127","POI","n","The swimmer handed the towel to they driver.","The woman hands the painter a brush.",0,TRUE,0,TRUE
"103","3eawrh7a20200127","DOC","y","The teacher handed the student the certificate.","He hands the singer his guitar.",0,TRUE,0,TRUE
"104","3eawrh7a20200127","POI","n","The builder showed the blueprints to they new client.","The students show the teacher their project.",0,TRUE,0,TRUE
"105","3eawrh7a20200127","DOI","n","The disgruntled employee gave the manager them long letter.","The police officer gives him a ticket.",0,TRUE,0,TRUE
"106","3eawrh7a20200127","POI","n","The eager boyfriend handed the box of flowers to them girlfriend.","She hands him an object.",0,TRUE,0,TRUE
"107","3eawrh7a20200127","DOI","n","The captain gave the old sailor they spare life jacket.","They give her a cake.",0,TRUE,0,TRUE
"108","3eawrh7a20200127","POC","y","The good looking bartender handed free drinks to the girls at the bar.","She hands him chalk.",0,TRUE,0,TRUE
"109","3eawrh7a20200127","DOI","n","The secretary handed the manager they invoice.","She hands him a book.",0,TRUE,0,TRUE
"110","3eawrh7a20200127","POI","n","The millionaire gave the valuable painting to they struggling artist.","She gives her flowers.",0,TRUE,0,TRUE
"111","3eawrh7a20200127","DOC","y","The happy child showed her father the coloring book.","He shows him an object.",0,TRUE,0,TRUE
"112","3eawrh7a20200127","POI","n","The researcher gave the detailed results to them experienced surgeon.","The sailor gives him a teapot.",0,TRUE,0,TRUE
"113","3eawrh7a20200127","DOC","y","The woman gave the new neighbor the rusty bike.","He gives her a gift.",0,TRUE,0,TRUE
"114","3eawrh7a20200127","POC","y","The mother gave the expensive toy to the hungry toddler.","She gives him a cane.",0,FALSE,0,TRUE
"115","3eawrh7a20200127","DOC","y","The fashion designer gave the famous journalist the pink jacket.","The nurse gives the patient food.",0,TRUE,0,TRUE
"116","3eawrh7a20200127","POC","y","The architect showed the model of the building to the architect.","He shows him a dress.",0,FALSE,0,TRUE
"117","3eawrh7a20200127","DOI","n","The spy handed the double agent them submarine blueprints.","She hands the doctor his equipment.",0,TRUE,0,TRUE
"118","3eawrh7a20200127","POC","y","The travel agent gave the last ticket to the young fan.","He gives her a valentine.",0,TRUE,0,TRUE
"119","3eawrh7a20200127","DOC","y","The bartender handed the customer the cocktail.","He hands him a hat.",0,TRUE,0,TRUE
"120","3eawrh7a20200127","POC","y","The mean neighbor handed a nasty note to the woman next door.","She hands him a menu.",0,TRUE,0,TRUE
"121","52eq140x20200217","DOC","y","The bartender handed the customer the cocktail.","the man hands the clown a hat.",0,TRUE,0,TRUE
"122","52eq140x20200217","POI","n","The builder showed the blueprints to they new client.","The children showed the teacher a drawing.",0,TRUE,0,TRUE
"123","52eq140x20200217","DOC","y","The woman gave the new neighbor the rusty bike.","A man gave his daughter a present.",0,TRUE,0,TRUE
"124","52eq140x20200217","POC","y","The architect showed the model of the building to the architect.","The woman showed the man a dress.",0,FALSE,0,TRUE
"125","52eq140x20200217","DOC","y","The happy child showed her father the coloring book.","The man showed the other man a gun.",0,TRUE,0,TRUE
"126","52eq140x20200217","POC","y","The mean neighbor handed a nasty note to the woman next door.","The waitress handed the customer a menu.",0,TRUE,0,TRUE
"127","52eq140x20200217","DOI","n","The spy handed the double agent them submarine blueprints.","The nurse handed the doctor a stethoscope.",0,TRUE,0,TRUE
"128","52eq140x20200217","POC","y","The good looking bartender handed free drinks to the girls at the bar.","The girl handed the boy chalk.",0,TRUE,0,TRUE
"129","52eq140x20200217","DOI","n","The captain gave the old sailor they spare life jacket.","The woman is giving her grandmother a cake.",0,TRUE,0,TRUE
"130","52eq140x20200217","POI","n","The eager boyfriend handed the box of flowers to them girlfriend.","The woman is handing the man a plate.",0,TRUE,0,TRUE
"131","52eq140x20200217","DOI","n","The secretary handed the manager they invoice.","The librarian is handing the boy a book.",0,TRUE,0,TRUE
"132","52eq140x20200217","POI","n","The millionaire gave the valuable painting to they struggling artist.","The student is giving her teacher a flower.",0,TRUE,0,TRUE
"133","52eq140x20200217","DOC","y","The teacher handed the student the certificate.","The assistant is handing the musician a guitar.",0,TRUE,0,TRUE
"134","52eq140x20200217","POI","n","The swimmer handed the towel to they driver.","The girl is handing the painter a brush.",0,TRUE,0,TRUE
"135","52eq140x20200217","DOI","n","The disgruntled employee gave the manager them long letter.","The officer is giving the man a ticket.",0,TRUE,0,TRUE
"136","52eq140x20200217","POI","n","The researcher gave the detailed results to them experienced surgeon.","The sailor is giving the soldier a teapot.",0,TRUE,0,TRUE
"137","52eq140x20200217","DOC","y","The fashion designer gave the famous journalist the pink jacket.","The nurse is giving the patient a transfusion.",0,TRUE,0,TRUE
"138","52eq140x20200217","POC","y","The travel agent gave the last ticket to the young fan.","The boy is giving the girl a valentine.",0,TRUE,0,TRUE
"139","52eq140x20200217","DOI","n","The photographer showed the editor them finished proofs.","The salesman is showing the couple a car.",0,TRUE,0,TRUE
"140","52eq140x20200217","POC","y","The mother gave the expensive toy to the hungry toddler.","The waitress is giving the chef a cane.",0,TRUE,0,TRUE
"141","5vahoc0o20200127","DOI","n","The photographer showed the editor them finished proofs.","The salesman is showing them the car.",0,TRUE,0,TRUE
"142","5vahoc0o20200127","POI","n","The researcher gave the detailed results to them experienced surgeon.","The sailor gives the teapot to the man.",1,TRUE,1,TRUE
"143","5vahoc0o20200127","DOC","y","The bartender handed the customer the cocktail.","He hands the clown the hat.",0,TRUE,0,TRUE
"144","5vahoc0o20200127","POC","y","The mother gave the expensive toy to the hungry toddler.","The waitress gives the cane to the chef.",1,TRUE,1,TRUE
"145","5vahoc0o20200127","DOI","n","The secretary handed the manager they invoice.","She handed the book to the boy.",1,TRUE,1,TRUE
"146","5vahoc0o20200127","POC","y","The mean neighbor handed a nasty note to the woman next door.","She handed him the menu.",0,TRUE,0,TRUE
"147","5vahoc0o20200127","DOI","n","The disgruntled employee gave the manager them long letter.","He gave the ticket to the driver.",1,TRUE,1,TRUE
"148","5vahoc0o20200127","POI","n","The millionaire gave the valuable painting to they struggling artist.","She gave her flowers.",0,TRUE,0,TRUE
"149","5vahoc0o20200127","DOC","y","The teacher handed the student the certificate.","He handed the singer the guitar.",0,TRUE,0,TRUE
"150","5vahoc0o20200127","POC","y","The travel agent gave the last ticket to the young fan.","They are giving a valentine to their girlfriend.",1,TRUE,1,TRUE
"151","5vahoc0o20200127","DOI","n","The spy handed the double agent them submarine blueprints.","He handed it to the doctor.",1,TRUE,0,TRUE
"152","5vahoc0o20200127","POC","y","The good looking bartender handed free drinks to the girls at the bar.","They handed them the chalk",0,TRUE,0,TRUE
"153","5vahoc0o20200127","DOI","n","The captain gave the old sailor they spare life jacket.","They give her a birthday cake.",0,TRUE,0,TRUE
"154","5vahoc0o20200127","POI","n","The swimmer handed the towel to they driver.","She hands him the paintbrush.",0,TRUE,0,TRUE
"155","5vahoc0o20200127","DOC","y","The woman gave the new neighbor the rusty bike.","He gives her the present.",0,TRUE,0,TRUE
"156","5vahoc0o20200127","POC","y","The architect showed the model of the building to the architect.","She shows him the dress.",0,TRUE,0,TRUE
"157","5vahoc0o20200127","DOC","y","The fashion designer gave the famous journalist the pink jacket.","They give her medicine at the hospital.",0,TRUE,0,TRUE
"158","5vahoc0o20200127","POI","n","The builder showed the blueprints to they new client.","They show the teacher the painting.",0,TRUE,0,TRUE
"159","5vahoc0o20200127","DOC","y","The happy child showed her father the coloring book.","He shows him the gun.",0,TRUE,0,TRUE
"160","5vahoc0o20200127","POI","n","The eager boyfriend handed the box of flowers to them girlfriend.","She is holding the plate in her hand.",NA,TRUE,0,TRUE
"161","70on3oc120200214","DOI","n","The captain gave the old sailor they spare life jacket.","People give a cake to someone else.",1,TRUE,1,TRUE
"162","70on3oc120200214","POC","y","The travel agent gave the last ticket to the young fan.","The boy gives a heart to the girl.",1,TRUE,1,TRUE
"163","70on3oc120200214","DOI","n","The secretary handed the manager they invoice.","The librarian hands a book to the child.",1,TRUE,1,TRUE
"164","70on3oc120200214","POC","y","The good looking bartender handed free drinks to the girls at the bar.","One student hands chalk to another.",1,TRUE,1,TRUE
"165","70on3oc120200214","DOC","y","The happy child showed her father the coloring book.","Someone shows a gun to a judge.",1,TRUE,1,TRUE
"166","70on3oc120200214","POI","n","The builder showed the blueprints to they new client.","The students show a picture to their teacher.",1,TRUE,1,TRUE
"167","70on3oc120200214","DOI","n","The photographer showed the editor them finished proofs.","The salesman shows off a car.",1,TRUE,0,TRUE
"168","70on3oc120200214","POC","y","The mother gave the expensive toy to the hungry toddler.","A waiter gives a cane to someone else.",1,TRUE,1,TRUE
"169","70on3oc120200214","DOI","n","The spy handed the double agent them submarine blueprints.","The nurse hands the doctor a stethoscope.",0,TRUE,0,TRUE
"170","70on3oc120200214","POC","y","The mean neighbor handed a nasty note to the woman next door.","The waiter hands a costumer a menu.",0,TRUE,0,TRUE
"171","70on3oc120200214","DOI","n","The disgruntled employee gave the manager them long letter.","The policeman gives the driver a ticket.",0,TRUE,0,TRUE
"172","70on3oc120200214","POI","n","The researcher gave the detailed results to them experienced surgeon.","The sailor gives the solder a teapot.",0,TRUE,0,TRUE
"173","70on3oc120200214","DOC","y","The woman gave the new neighbor the rusty bike.","Someone gives the child a present.",0,TRUE,0,TRUE
"174","70on3oc120200214","POC","y","The architect showed the model of the building to the architect.","Someone shows another person a dress.",0,TRUE,0,TRUE
"175","70on3oc120200214","DOC","y","The teacher handed the student the certificate.","Someone hands the musician a guitar.",0,TRUE,0,TRUE
"176","70on3oc120200214","POI","n","The swimmer handed the towel to they driver.","One child hands a paintbrush to another.",1,TRUE,1,TRUE
"177","70on3oc120200214","DOC","y","The fashion designer gave the famous journalist the pink jacket.","The nurse gives the patient some water.",0,TRUE,0,TRUE
"178","70on3oc120200214","POI","n","The eager boyfriend handed the box of flowers to them girlfriend.","Someone hands someone else a plate.",0,TRUE,0,TRUE
"179","70on3oc120200214","DOC","y","The bartender handed the customer the cocktail.","Someone hands a clown a hat.",0,TRUE,0,TRUE
"180","70on3oc120200214","POI","n","The millionaire gave the valuable painting to they struggling artist.","The student gives the teacher a flower.",0,TRUE,0,TRUE
"181","7c7ybket20200127","DOI","n","The photographer showed the editor them finished proofs.","They show the car.",1,TRUE,0,TRUE
"182","7c7ybket20200127","POC","y","The good looking bartender handed free drinks to the girls at the bar.","He hands her the pencil.",0,TRUE,0,TRUE
"183","7c7ybket20200127","DOI","n","The captain gave the old sailor they spare life jacket.","She gives her cake.",1,TRUE,0,TRUE
"184","7c7ybket20200127","POI","n","The researcher gave the detailed results to them experienced surgeon.","He gives the pot.",1,TRUE,0,TRUE
"185","7c7ybket20200127","DOC","y","The woman gave the new neighbor the rusty bike.","He gives her a present.",0,TRUE,0,TRUE
"186","7c7ybket20200127","POC","y","The travel agent gave the last ticket to the young fan.","She gives it to her.",1,TRUE,0,TRUE
"187","7c7ybket20200127","DOC","y","The fashion designer gave the famous journalist the pink jacket.","She is giving it to him.",1,TRUE,0,TRUE
"188","7c7ybket20200127","POI","n","The builder showed the blueprints to they new client.","They are showing him the drawing.",0,TRUE,0,TRUE
"189","7c7ybket20200127","DOI","n","The spy handed the double agent them submarine blueprints.","She hands it to him.",1,TRUE,0,TRUE
"190","7c7ybket20200127","POI","n","The eager boyfriend handed the box of flowers to them girlfriend.","She hands it to him.",1,TRUE,0,TRUE
"191","7c7ybket20200127","DOC","y","The happy child showed her father the coloring book.","She shows him.",0,TRUE,0,TRUE
"192","7c7ybket20200127","POC","y","The mother gave the expensive toy to the hungry toddler.","She gives him the cane.",0,TRUE,0,TRUE
"193","7c7ybket20200127","DOI","n","The secretary handed the manager they invoice.","She hands him the book.",0,TRUE,0,TRUE
"194","7c7ybket20200127","POC","y","The mean neighbor handed a nasty note to the woman next door.","She hands him the menu.",0,TRUE,0,TRUE
"195","7c7ybket20200127","DOC","y","The teacher handed the student the certificate.","She handed the guitar to the man.",1,TRUE,1,TRUE
"196","7c7ybket20200127","POC","y","The architect showed the model of the building to the architect.","She is showing him.",0,TRUE,0,TRUE
"197","7c7ybket20200127","DOC","y","The bartender handed the customer the cocktail.","He hands him the hat.",0,TRUE,0,TRUE
"198","7c7ybket20200127","POI","n","The swimmer handed the towel to they driver.","She handed it to him.",1,TRUE,0,TRUE
"199","7c7ybket20200127","DOI","n","The disgruntled employee gave the manager them long letter.","She gives him a ticket.",0,TRUE,0,TRUE
"200","7c7ybket20200127","POI","n","The millionaire gave the valuable painting to they struggling artist.","She gives her flowers.",0,TRUE,0,TRUE
"201","7t97zebw20200211","DOI","n","The disgruntled employee gave the manager them long letter.","the police gives the driver a ticket",0,TRUE,0,TRUE
"202","7t97zebw20200211","POI","n","The millionaire gave the valuable painting to they struggling artist.","the student gives her teacher some flowers",0,TRUE,0,TRUE
"203","7t97zebw20200211","DOC","y","The teacher handed the student the certificate.","the boy hands the singer his guitar",0,TRUE,0,TRUE
"204","7t97zebw20200211","POC","y","The travel agent gave the last ticket to the young fan.","the boy gives the girl a love letter",0,TRUE,0,TRUE
"205","7t97zebw20200211","DOI","n","The spy handed the double agent them submarine blueprints.","the nurse hands the doctor his stethoscope",0,TRUE,0,TRUE
"206","7t97zebw20200211","POI","n","The researcher gave the detailed results to them experienced surgeon.","the sailor gives the solider a teapot",0,TRUE,0,TRUE
"207","7t97zebw20200211","DOI","n","The secretary handed the manager they invoice.","the librarian hands the child a book",0,TRUE,0,TRUE
"208","7t97zebw20200211","POC","y","The mother gave the expensive toy to the hungry toddler.","the maid gives the chef a cane",0,TRUE,0,TRUE
"209","7t97zebw20200211","DOC","y","The woman gave the new neighbor the rusty bike.","the dad gives his daughter a present",0,TRUE,0,TRUE
"210","7t97zebw20200211","POI","n","The builder showed the blueprints to they new client.","the students show their teacher a drawing",0,TRUE,0,TRUE
"211","7t97zebw20200211","DOC","y","The happy child showed her father the coloring book.","an attorney shows a judge the evidence",0,TRUE,0,TRUE
"212","7t97zebw20200211","POI","n","The swimmer handed the towel to they driver.","the girl hands the paint brush to the boy",1,TRUE,1,TRUE
"213","7t97zebw20200211","DOI","n","The captain gave the old sailor they spare life jacket.","two people give their coworker a cake",0,TRUE,0,TRUE
"214","7t97zebw20200211","POC","y","The architect showed the model of the building to the architect.","the woman showed the dress to the man",1,FALSE,1,TRUE
"215","7t97zebw20200211","DOC","y","The bartender handed the customer the cocktail.","the circusmaster handed the clown a hat",0,TRUE,0,TRUE
"216","7t97zebw20200211","POC","y","The good looking bartender handed free drinks to the girls at the bar.","the girl handed the boy a letter",0,TRUE,0,TRUE
"217","7t97zebw20200211","DOI","n","The photographer showed the editor them finished proofs.","the salesman showed the car to the couple",1,TRUE,1,TRUE
"218","7t97zebw20200211","POI","n","The eager boyfriend handed the box of flowers to them girlfriend.","the girl handed a hat to the boy",1,TRUE,1,TRUE
"219","7t97zebw20200211","DOC","y","The fashion designer gave the famous journalist the pink jacket.","the nurse gives the patient some food",0,TRUE,0,TRUE
"220","7t97zebw20200211","POC","y","The mean neighbor handed a nasty note to the woman next door.","the waitress handed the food critic his menu",0,TRUE,0,TRUE
